cgpa,projects,communication_skills,internship,programming_skills,technical_skills,certifications,aptitude,interview_score,placement_status
7.17,4,5.8,1,7.3,7.4,3,83.5,60.1,0
6.8,1,7.8,1,6.1,6.6,0,62.8,64.5,1
7.62,5,7.1,1,7.8,8.1,3,71.7,78.3,1
6.48,1,5.0,0,7.3,6.9,0,58.1,49.2,0
5.22,1,4.1,0,4.6,3.7,0,35.5,36.0,0
9.2,3,5.6,0,6.5,6.4,1,89.2,60.8,1
6.95,1,4.4,0,4.9,5.6,1,56.5,58.5,0
7.56,2,5.8,0,6.8,7.3,1,70.6,57.7,1
7.51,5,5.7,1,7.1,6.8,3,76.3,64.6,1
7.16,0,7.8,0,6.1,4.8,0,63.3,60.3,1
7.72,2,6.1,0,5.3,5.3,4,64.3,48.4,1
9.39,7,5.8,1,9.6,9.5,4,100.0,70.1,1
7.13,2,4.5,1,5.3,5.9,3,69.6,48.3,0
6.85,4,6.7,0,6.5,7.0,1,69.4,75.8,1
6.77,2,7.2,0,5.8,5.0,3,64.2,54.8,1
6.22,2,5.2,0,6.5,5.7,1,50.4,52.0,0
7.38,3,7.2,0,5.5,5.5,2,80.0,61.7,1
7.86,4,4.6,1,7.4,7.8,2,77.6,55.1,1
8.88,6,7.6,0,7.9,7.1,3,100.0,79.8,1
7.11,5,7.5,1,7.1,7.8,2,83.3,73.6,0
5.54,1,4.7,0,3.9,3.9,0,35.0,42.2,0
7.4,2,5.7,0,4.7,6.4,2,80.8,59.5,1
8.85,4,6.5,1,8.6,7.6,3,95.7,67.5,1
8.09,4,7.3,1,7.2,6.8,2,75.9,77.0,1
7.37,2,3.9,0,5.3,5.2,1,77.6,41.4,0
6.88,0,7.2,0,3.0,2.8,1,52.8,54.4,0
6.45,0,6.1,0,4.3,3.6,0,58.7,47.6,0
7.93,4,5.0,0,8.6,8.0,4,81.1,59.3,1
6.06,2,6.2,0,5.1,4.8,1,42.3,43.6,0
7.37,0,6.3,0,4.8,5.9,0,66.2,58.5,1
6.37,3,5.3,1,6.8,6.4,3,56.5,48.3,1
6.05,4,4.9,0,4.7,5.2,2,63.0,52.6,0
7.13,4,8.2,1,7.7,6.9,1,65.8,93.2,1
7.91,5,6.2,1,7.9,7.1,4,86.8,70.7,1
6.56,5,4.6,0,5.6,5.1,2,57.7,67.4,0
8.03,1,5.9,0,6.8,6.1,2,73.3,65.0,1
8.09,2,5.7,1,7.5,6.9,1,84.5,67.1,1
7.52,4,8.9,1,7.9,8.2,3,74.4,77.6,1
6.54,4,6.8,1,6.2,6.0,2,74.0,64.7,1
6.95,0,5.6,0,5.9,5.3,0,63.1,54.6,0
7.48,6,8.3,1,9.2,8.2,2,74.5,90.3,0
6.11,1,6.6,0,4.3,4.5,2,60.7,57.3,0
8.23,3,8.7,1,7.7,6.8,1,77.2,85.6,1
8.0,3,7.3,1,7.5,6.3,1,77.4,73.4,1
6.24,0,5.9,0,4.8,4.9,0,62.6,56.1,0
7.31,6,5.5,1,5.3,6.6,3,70.7,56.9,0
8.89,6,7.6,0,7.9,8.8,2,96.4,72.6,1
7.67,4,9.1,1,5.7,6.2,2,81.0,77.8,1
6.08,0,6.6,0,4.1,3.8,0,61.1,41.9,0
6.88,2,7.5,1,4.7,6.0,0,77.3,67.0,1
5.43,3,6.2,0,4.7,3.8,2,35.0,66.4,0
6.64,3,5.0,1,7.9,8.5,3,74.0,64.4,1
5.39,0,6.5,0,3.8,3.0,1,53.0,44.3,0
6.93,4,7.3,0,6.5,5.9,1,67.4,67.6,1
6.28,3,5.3,0,6.0,5.1,1,54.2,47.9,0
6.18,4,4.8,0,6.2,5.9,2,53.6,57.9,0
6.94,5,4.2,0,7.9,6.8,3,60.4,48.5,1
5.25,1,4.9,0,3.8,4.0,0,45.2,48.0,0
5.33,0,5.1,0,5.2,5.5,1,51.7,57.2,0
7.89,3,6.1,1,5.9,6.2,1,66.5,63.7,1
7.9,5,6.6,0,6.5,7.8,2,83.1,52.7,1
6.44,2,8.1,0,5.5,5.3,0,68.1,65.9,1
8.92,2,8.1,0,5.9,5.0,3,89.8,77.9,1
6.15,2,5.9,1,6.2,6.8,1,61.6,65.9,1
6.11,0,3.9,0,3.2,2.5,0,54.6,40.8,0
5.63,0,7.1,0,3.7,4.4,1,42.6,50.7,0
7.5,6,5.7,1,9.2,7.9,4,77.4,63.9,1
6.72,3,5.5,0,6.5,5.6,2,58.8,53.8,0
9.26,4,7.3,1,7.8,7.4,3,86.8,72.6,1
7.71,3,4.2,0,5.9,5.6,2,71.1,38.8,1
6.74,4,6.2,1,6.8,6.5,2,63.7,70.8,1
7.08,1,6.7,0,5.5,4.2,0,64.9,55.9,0
7.7,4,6.2,0,7.9,7.1,2,84.9,61.7,1
6.85,1,4.7,0,4.2,5.5,0,60.4,53.4,0
6.32,2,6.6,0,6.4,6.8,0,55.8,78.1,1
6.7,0,7.2,0,4.7,5.5,0,59.6,53.2,0
7.4,1,5.5,0,3.7,4.2,0,53.2,48.1,0
5.53,1,6.6,0,4.4,2.9,0,49.7,56.6,0
7.58,2,5.8,0,6.7,6.9,1,81.2,55.2,1
6.31,5,6.2,0,6.5,5.1,2,45.7,50.9,0
5.48,2,4.7,0,4.3,3.6,1,46.7,42.3,0
6.82,3,6.7,0,7.6,6.5,3,66.7,67.8,1
7.4,3,8.9,0,5.4,4.8,1,64.9,66.8,1
6.39,4,5.4,0,5.8,6.9,1,66.2,48.8,0
7.33,2,6.8,0,4.3,3.8,2,56.3,50.5,0
7.8,2,4.9,0,5.4,5.3,0,68.7,47.1,0
7.28,2,6.6,1,3.9,4.1,2,57.0,61.0,0
7.92,5,9.1,1,7.9,7.5,1,87.3,78.6,1
6.23,2,6.1,1,6.9,5.1,1,66.0,67.5,0
7.83,4,6.8,0,8.1,8.5,1,85.9,67.1,1
8.3,6,7.1,1,8.2,8.2,3,76.4,75.1,1
7.81,5,6.9,0,7.4,7.2,4,75.5,74.1,1
7.54,4,7.1,0,8.0,8.4,2,89.2,69.0,1
7.77,4,7.8,0,7.6,7.3,2,88.2,76.4,1
6.53,4,7.6,1,6.0,5.4,2,66.0,67.3,1
6.89,3,7.7,0,8.7,8.0,0,63.9,72.8,1
5.48,0,5.5,0,3.7,3.1,1,50.6,47.6,0
7.44,6,6.9,1,7.6,5.9,4,61.2,69.2,1
4.85,2,4.9,0,3.9,4.0,1,43.0,45.1,0
7.26,6,7.0,1,6.7,6.6,3,80.1,81.7,1
7.41,5,9.0,0,8.1,7.4,2,76.8,84.2,1
7.49,4,6.5,1,7.9,7.2,1,67.5,62.4,1
6.89,3,8.2,1,5.9,5.8,2,49.7,73.0,1
6.17,2,7.5,1,5.3,6.5,2,59.6,68.0,1
7.13,2,4.8,0,7.4,6.6,2,71.7,63.6,0
6.56,0,4.6,0,4.3,4.6,0,69.4,35.0,0
7.05,5,8.0,1,6.7,6.5,1,87.8,82.2,1
7.41,4,6.1,0,6.7,7.5,2,79.2,64.6,1
6.27,1,4.4,0,3.7,4.2,2,47.1,49.7,0
6.13,2,4.6,0,4.4,4.4,2,56.5,42.8,0
7.34,3,6.7,1,8.0,7.4,1,71.8,62.5,1
7.59,3,7.2,1,6.6,7.6,2,77.0,72.5,1
7.56,2,5.8,0,5.3,4.6,2,70.2,58.5,1
8.27,3,5.7,0,7.3,6.6,2,85.2,61.7,0
8.07,6,7.8,0,7.5,7.5,3,79.2,77.1,1
5.98,1,6.8,0,6.3,6.4,1,46.3,64.2,0
6.15,2,7.6,0,7.0,7.0,0,58.8,65.2,0
5.48,0,6.3,0,4.0,3.5,0,60.3,42.7,0
8.49,3,6.0,0,8.6,7.9,3,74.7,73.8,1
6.13,2,5.2,1,6.4,6.8,0,62.9,58.8,0
7.33,1,5.2,1,4.8,5.6,0,63.7,52.1,0
7.02,1,5.5,0,4.7,5.1,0,66.3,45.1,0
6.5,0,6.8,0,5.7,4.7,1,53.3,58.4,0
7.23,3,5.6,0,7.0,6.2,2,71.4,64.5,1
7.08,5,7.3,1,7.6,8.1,2,72.5,74.6,1
6.24,2,4.9,0,6.0,5.2,1,47.8,50.9,0
6.33,2,5.5,0,6.2,4.6,0,76.5,63.0,0
7.2,3,5.8,1,7.7,8.4,2,79.5,57.9,1
6.38,4,5.4,0,5.2,6.1,3,56.2,63.0,0
7.84,3,6.9,0,6.6,6.2,3,78.1,66.6,1
6.47,3,6.3,0,7.9,6.7,3,78.4,75.5,1
7.02,3,7.4,0,7.4,6.6,3,64.2,62.2,1
7.31,1,6.4,0,5.4,4.7,0,64.2,62.7,0
6.83,3,7.4,0,6.2,6.9,2,67.1,64.3,1
8.12,5,6.9,0,9.3,9.3,4,89.0,76.3,1
9.43,2,7.5,0,6.4,6.0,2,100.0,71.9,1
6.89,2,6.3,1,6.0,5.1,3,74.2,59.3,1
5.15,3,4.9,0,5.4,3.9,1,48.4,48.6,0
6.86,3,6.6,0,5.4,4.8,2,59.9,68.1,1
6.52,3,5.0,0,5.6,4.5,1,59.9,53.1,0
7.69,4,6.4,1,6.6,6.8,3,74.5,63.4,1
5.13,1,5.2,0,3.5,4.3,0,41.5,38.5,0
4.66,0,4.3,0,2.5,2.5,2,35.0,35.0,0
6.12,4,8.0,0,6.1,5.7,3,62.2,64.0,1
5.62,2,6.0,0,5.1,5.2,0,48.4,61.7,0
6.22,2,6.9,0,6.4,6.2,1,65.2,75.5,1
8.05,1,7.8,1,4.8,5.1,2,70.5,70.2,1
5.07,4,6.1,0,5.9,5.4,3,48.2,76.7,0
6.08,2,7.0,0,6.8,6.1,3,59.2,67.6,0
5.18,1,5.1,0,5.6,5.4,1,52.2,51.8,0
7.76,2,7.2,1,4.7,5.0,0,77.0,65.0,1
7.99,4,7.4,0,6.6,6.1,4,74.7,76.8,1
7.38,2,6.6,1,6.6,6.1,1,68.2,51.3,1
6.73,1,5.6,1,3.3,3.8,0,57.7,57.0,0
8.64,4,7.9,1,7.9,6.3,2,91.5,83.8,1
8.14,2,6.1,0,6.9,5.5,0,84.1,60.9,1
7.46,4,4.4,1,7.1,6.0,3,74.7,52.1,1
6.22,2,7.8,1,6.7,6.7,2,62.8,68.8,1
8.1,6,7.5,1,8.3,8.3,4,77.7,81.8,1
7.5,2,4.9,0,5.8,5.1,0,81.7,53.4,1
6.93,2,7.2,0,6.0,6.1,0,74.3,69.1,1
7.05,3,8.1,0,6.1,6.3,1,65.8,66.0,1
6.27,3,6.8,1,6.6,4.4,0,61.2,70.2,1
6.64,3,6.3,0,7.1,5.5,2,78.2,60.6,1
8.64,3,5.3,1,7.7,7.4,2,90.3,67.7,1
8.34,2,5.9,0,6.9,5.8,2,95.1,59.1,1
7.45,1,7.0,0,6.3,5.3,0,75.2,61.1,1
5.62,4,6.9,1,7.5,6.7,3,46.9,59.4,1
5.66,2,4.7,0,4.6,4.1,2,45.5,45.4,0
6.09,0,7.3,0,5.2,5.6,2,55.2,60.5,0
6.79,2,6.6,0,8.3,7.9,1,70.7,67.9,0
8.12,3,5.2,0,6.4,6.6,0,82.8,58.9,1
7.33,2,6.6,1,7.5,7.5,1,81.9,80.4,1
8.49,5,5.6,1,7.6,7.6,3,75.6,60.4,1
8.64,6,8.8,1,9.5,9.0,3,100.0,77.3,1
7.84,4,8.9,0,8.2,7.8,3,82.2,79.0,1
7.27,5,6.5,0,8.0,8.0,4,74.6,68.2,1
6.52,4,5.3,0,7.5,7.1,3,57.1,54.4,1
7.76,4,6.9,1,6.5,5.9,1,78.8,72.8,1
5.54,0,5.2,0,2.7,3.6,1,40.1,35.0,0
5.87,3,5.8,0,5.0,3.8,2,57.1,58.4,0
5.28,1,5.3,0,4.6,4.9,0,50.7,50.2,0
5.7,1,5.7,1,4.6,4.6,1,52.6,43.3,0
7.91,5,5.9,0,6.7,7.0,2,71.9,65.7,1
6.11,5,7.8,1,7.3,5.7,3,52.9,66.1,1
7.35,3,5.3,1,6.6,7.4,4,84.4,62.6,1
6.08,0,5.2,0,4.3,4.9,0,41.5,44.1,0
6.03,3,6.6,1,6.7,6.5,2,51.3,76.9,1
7.08,3,7.1,1,7.6,8.3,1,71.3,71.6,1
9.33,6,8.1,1,6.2,6.3,4,100.0,78.4,0
5.71,3,7.2,0,6.7,4.9,2,60.9,60.1,0
6.59,2,6.4,1,6.4,6.6,2,64.6,61.4,1
6.1,0,5.9,0,4.6,4.8,0,49.6,48.1,0
6.5,3,7.0,0,5.7,5.2,2,59.5,72.7,1
7.12,4,7.7,0,5.5,6.5,3,57.6,66.0,1
8.86,5,8.9,0,8.2,8.0,2,81.9,94.1,1
7.97,8,7.7,1,8.8,8.2,4,96.4,86.5,1
6.73,1,8.3,0,5.4,4.5,0,59.8,64.2,0
7.4,1,5.3,0,3.7,4.6,1,77.5,49.6,0
7.62,5,7.3,1,8.8,7.8,3,80.5,84.9,0
6.97,1,6.9,0,5.5,5.8,1,60.6,51.7,1
7.36,3,4.8,0,6.8,6.6,2,75.6,44.4,1
7.8,5,8.5,1,8.9,6.5,4,82.6,95.0,1
6.74,2,6.9,0,5.6,5.6,2,64.0,69.5,1
6.41,3,4.1,0,5.6,5.2,2,61.3,61.3,0
7.52,3,8.0,1,7.7,7.6,1,66.6,73.1,1
6.92,1,6.0,1,4.1,4.1,0,69.4,57.2,0
8.08,4,7.0,1,6.4,7.0,2,79.5,67.2,1
6.85,3,6.5,0,6.4,5.8,1,70.1,57.0,1
7.06,4,7.7,1,8.2,8.0,2,79.6,64.0,1
6.69,6,7.9,0,7.5,8.0,3,78.7,83.2,1
7.19,3,5.4,1,6.8,6.7,1,60.5,54.2,1
6.23,1,7.6,0,3.6,3.6,2,67.6,68.7,0
8.34,3,6.6,1,7.0,6.4,1,76.6,68.3,1
7.91,3,6.0,0,7.2,6.4,3,79.4,68.2,1
6.38,2,6.7,0,4.5,5.6,1,62.7,65.2,0
6.17,3,8.0,0,5.3,4.7,1,48.6,63.2,0
6.24,2,5.9,0,5.9,5.5,1,59.5,50.6,0
5.98,0,6.8,0,4.5,3.5,0,43.1,52.7,0
9.31,6,8.9,1,8.3,9.9,4,94.8,90.6,1
7.65,0,7.5,1,4.3,4.0,1,69.4,72.2,1
8.09,3,5.4,0,5.7,5.6,2,72.6,61.6,1
8.02,3,6.3,1,7.9,5.7,2,88.1,72.2,1
7.31,4,7.3,0,7.0,6.6,3,74.3,85.2,1
7.99,5,8.0,0,5.5,4.8,2,76.9,84.4,1
7.16,5,6.4,1,7.1,8.5,4,64.2,66.3,1
8.87,4,6.7,1,5.6,6.1,3,86.2,77.1,1
6.4,0,4.9,0,3.2,2.5,0,50.2,48.7,0
6.13,2,4.8,0,6.4,5.6,1,64.7,61.2,0
6.24,5,5.4,1,6.9,7.9,4,58.2,59.8,1
6.02,4,5.3,0,5.4,5.8,3,64.7,58.0,0
7.58,2,5.7,0,4.8,4.5,1,83.9,55.7,1
6.79,1,5.0,0,4.0,4.0,1,56.0,53.2,0
8.27,4,8.7,0,9.1,8.3,2,96.0,80.9,1
7.99,2,6.0,1,6.6,6.0,1,90.0,67.4,1
8.37,2,5.9,0,6.2,5.9,2,78.9,67.2,0
6.89,5,5.4,0,8.0,7.6,3,64.7,59.8,1
5.71,4,6.5,1,4.9,4.7,1,45.1,58.9,0
6.54,3,5.9,0,4.2,4.9,2,58.4,57.1,0
7.35,1,7.1,0,6.8,6.1,2,72.6,55.9,1
7.27,1,6.4,0,6.4,4.9,1,72.6,64.3,1
7.44,3,7.1,1,5.9,6.7,1,77.0,64.4,1
5.59,3,4.4,0,6.0,4.4,1,52.1,50.4,0
6.05,3,5.3,1,5.3,5.2,3,58.9,57.6,0
7.59,4,5.1,0,7.4,7.0,2,68.7,60.0,1
6.94,4,6.1,0,5.9,6.0,2,71.1,60.3,1
6.68,5,6.7,0,7.5,7.5,3,64.9,68.3,1
7.45,4,7.0,1,7.0,6.4,2,76.6,63.9,1
7.9,5,7.5,1,8.6,9.8,3,83.0,71.7,1
5.86,3,7.7,0,6.0,5.7,2,52.1,78.3,1
5.91,3,5.7,0,7.5,6.1,1,51.8,65.4,0
7.59,3,7.2,0,8.1,5.4,2,86.9,72.8,1
6.73,5,6.7,1,6.7,6.8,3,72.8,68.6,1
8.58,5,6.1,0,7.5,7.3,4,94.6,64.2,1
6.71,4,4.8,0,5.2,5.4,1,70.4,56.2,0
6.7,6,5.2,0,8.1,8.0,2,72.3,55.7,1
7.7,4,5.4,0,6.2,5.9,4,71.7,56.0,1
7.93,2,6.7,0,5.2,5.9,2,89.3,63.1,0
7.21,3,6.4,1,7.2,6.8,2,67.7,68.3,1
8.23,4,7.3,0,7.3,7.4,3,87.5,73.5,1
6.69,4,6.4,0,5.4,7.0,4,66.3,56.0,1
7.19,0,5.4,0,5.1,5.6,1,55.9,36.3,0
6.8,3,5.1,0,6.7,6.0,1,68.4,54.7,1
5.9,1,5.1,0,4.4,4.0,0,43.8,57.0,0
8.22,3,6.9,0,6.7,6.7,2,84.6,71.2,1
7.43,5,8.7,1,7.5,6.6,3,70.6,88.6,1
5.72,0,5.5,0,4.3,5.2,0,55.0,45.9,0
8.77,7,5.5,1,9.3,7.7,3,84.9,79.7,1
6.88,0,3.7,0,4.0,3.6,0,48.8,38.2,0
7.37,5,7.6,1,7.1,7.0,4,83.5,76.0,1
8.37,5,8.5,1,8.0,7.3,3,82.3,87.0,1
6.78,2,6.0,1,6.5,6.2,1,68.8,59.5,1
7.21,5,8.5,1,7.1,6.6,2,68.1,78.1,1
5.92,3,5.9,0,5.8,5.5,3,58.5,55.5,0
7.32,3,7.9,1,7.3,7.9,2,92.7,75.2,0
7.6,4,6.3,0,7.1,7.1,1,79.1,65.6,1
7.05,5,8.9,1,7.6,7.3,3,80.3,81.1,1
6.1,3,5.7,1,7.2,6.9,2,61.1,63.8,0
8.57,1,7.9,0,6.3,6.2,0,94.5,74.4,1
6.4,1,6.4,0,3.0,2.8,1,45.3,48.7,0
6.48,4,5.6,0,6.6,7.1,3,59.1,64.3,1
6.44,1,5.3,0,4.8,4.3,0,72.4,50.8,0
7.53,2,7.6,0,5.3,6.2,1,71.5,62.2,1
8.17,4,7.2,1,7.9,8.6,3,86.8,96.0,1
6.18,1,7.0,0,4.1,3.0,1,56.4,59.3,0
7.74,5,8.3,0,9.0,9.5,3,90.6,86.7,1
6.89,2,6.7,1,7.2,7.0,0,66.7,54.9,1
8.01,1,8.4,1,8.0,7.5,2,72.0,64.8,1
9.23,7,7.3,0,9.4,9.4,4,100.0,67.7,1
7.06,3,5.6,0,5.5,6.2,2,59.7,66.3,1
7.01,1,5.8,1,3.6,3.6,0,60.0,44.5,0
5.51,0,6.9,0,4.9,5.3,2,40.4,64.8,0
8.05,3,7.1,0,8.0,7.2,2,87.2,80.5,1
7.36,2,4.6,0,5.8,5.6,3,69.8,47.2,1
7.83,2,6.7,0,5.7,5.2,2,73.6,67.5,1
6.97,4,5.3,0,6.4,6.4,3,70.4,72.0,1
8.14,4,8.8,1,6.2,6.8,2,83.8,73.1,1
6.89,2,6.5,1,7.7,6.5,2,72.5,73.5,0
7.73,4,5.4,0,8.2,7.9,3,77.1,69.2,0
6.54,3,6.1,0,5.8,5.7,2,69.0,62.7,1
5.64,4,7.0,0,5.8,4.5,3,54.0,57.0,1
6.79,1,4.8,0,5.8,6.5,1,53.1,61.7,0
7.93,6,6.5,0,7.9,6.7,4,74.4,73.5,1
6.75,2,6.7,0,5.3,5.4,3,77.0,56.8,0
7.14,3,7.7,0,7.9,7.6,3,70.2,71.4,1
8.08,2,8.5,0,7.1,8.1,0,83.2,75.6,1
8.26,6,5.3,1,8.4,7.8,3,89.4,71.4,1
7.45,2,6.8,0,5.7,5.5,1,69.8,55.4,1
8.21,4,5.4,1,7.6,7.6,2,81.9,61.2,1
7.55,4,6.0,0,7.4,6.7,3,77.0,61.8,1
5.92,1,8.9,1,6.0,5.8,2,61.3,78.2,0
7.34,1,6.4,0,6.0,6.5,0,53.9,54.5,1
7.9,7,7.8,1,9.0,8.4,4,81.5,81.4,1
6.74,0,5.6,0,4.6,4.2,0,50.7,59.7,0
7.11,4,6.9,1,7.6,7.4,2,82.2,60.4,1
6.2,3,6.6,0,7.3,6.0,0,58.6,60.2,1
6.76,2,6.1,0,6.4,5.5,1,60.5,62.6,1
7.3,2,6.9,0,6.6,6.7,1,81.7,72.7,1
7.57,5,5.1,0,7.2,6.9,3,83.4,53.9,1
6.18,3,6.3,0,4.9,5.9,2,56.7,48.8,0
6.66,4,7.7,0,8.0,9.1,2,71.5,75.4,1
6.22,2,5.0,0,4.2,4.0,2,44.3,43.2,0
6.26,5,4.6,0,7.1,7.3,3,59.1,69.6,1
7.23,1,6.8,0,6.5,5.8,0,82.6,61.2,1
7.95,3,8.5,1,7.5,7.4,1,81.6,73.1,1
7.32,4,5.9,1,6.0,4.8,2,70.5,65.1,1
6.04,2,6.5,0,4.3,3.2,2,50.8,65.2,0
7.58,2,7.4,0,7.0,7.4,2,84.9,55.6,1
9.07,8,9.5,0,8.6,8.7,4,100.0,96.0,1
6.8,2,8.6,1,6.6,5.2,4,54.7,76.3,1
7.81,5,7.6,0,7.6,7.5,2,83.1,73.9,1
5.99,0,6.2,0,4.6,5.3,1,59.1,52.7,0
4.5,0,3.8,0,4.3,3.2,0,35.0,35.0,0
6.48,3,6.3,1,7.0,6.3,2,61.5,59.4,1
7.52,6,7.4,1,6.6,7.2,3,71.8,78.6,1
6.94,5,6.8,1,7.3,7.5,3,67.7,61.7,1
7.13,1,6.7,0,6.0,4.2,1,64.7,63.2,0
8.64,6,7.9,1,8.6,8.7,3,90.7,78.8,1
6.97,4,7.2,0,6.4,6.4,2,72.1,73.2,1
8.07,4,9.3,1,7.5,8.7,1,86.3,77.7,1
5.71,1,4.1,0,4.2,3.9,2,49.5,39.7,0
5.87,2,5.8,0,5.4,4.7,1,47.9,51.7,0
5.64,1,5.1,0,5.4,4.8,0,46.9,50.2,0
5.21,1,5.3,0,6.2,6.3,2,46.3,47.6,0
7.35,3,5.3,0,7.5,6.4,1,61.3,69.0,1
6.7,1,4.9,1,5.3,5.0,0,60.7,47.0,0
5.59,2,6.1,0,5.0,5.3,3,57.5,48.3,0
6.45,4,6.8,1,8.5,8.4,3,59.2,76.4,1
6.79,4,5.0,0,6.6,7.0,2,77.2,59.9,1
6.19,0,5.3,1,3.9,3.7,0,43.7,65.0,0
6.24,1,8.2,0,5.2,5.2,3,45.2,71.2,0
5.82,1,7.0,0,5.6,6.1,0,68.4,66.2,0
7.7,5,6.9,1,7.2,6.1,1,72.6,59.7,1
5.92,0,5.0,0,4.5,5.3,0,52.0,41.6,0
6.58,2,5.9,0,4.5,4.6,3,58.1,58.5,0
7.54,1,7.2,0,5.4,5.6,0,61.7,47.1,1
6.29,2,7.4,0,6.6,6.1,0,60.1,57.3,0
6.62,3,6.7,0,5.7,5.5,0,60.1,57.7,0
5.48,3,7.3,1,5.3,4.2,2,54.5,73.1,0
7.98,5,6.2,0,5.8,7.3,2,76.3,56.2,1
6.99,1,7.4,0,7.3,6.0,2,78.0,63.6,0
7.11,1,5.6,0,5.2,4.9,0,75.3,63.0,0
6.15,0,7.5,0,5.0,4.7,1,58.2,64.1,0
6.98,0,7.1,0,3.2,2.5,0,52.5,47.8,0
7.29,3,6.1,0,8.8,8.5,1,73.2,80.8,1
6.33,4,5.8,0,6.7,5.5,1,59.2,50.1,1
6.64,2,6.7,0,5.7,7.2,0,65.3,64.4,1
6.71,3,8.4,0,6.8,6.2,1,70.2,81.6,1
8.86,5,5.1,1,7.8,8.3,3,99.3,65.9,1
8.12,1,4.6,0,6.9,7.4,1,87.6,54.6,1
7.5,4,6.6,1,8.5,8.7,3,83.7,69.0,1
8.28,3,5.8,1,5.9,5.7,2,82.2,60.6,1
7.68,4,7.7,0,7.5,7.0,2,70.4,77.0,0
6.46,0,6.5,0,4.4,5.5,1,60.5,57.8,0
7.98,3,6.4,0,6.4,5.3,3,72.0,59.2,1
7.38,4,5.7,0,6.4,6.0,1,75.0,70.4,1
8.05,5,6.3,1,8.8,8.1,2,79.5,78.2,1
8.11,5,8.9,1,7.7,7.2,3,91.5,82.1,1
6.96,0,4.6,0,5.6,6.2,0,65.7,50.5,0
8.01,5,9.0,0,8.6,8.3,3,86.9,81.8,1
6.23,0,6.8,0,4.1,4.3,0,53.4,47.1,0
6.68,2,7.0,1,7.9,7.7,1,59.7,68.4,1
6.6,2,5.9,0,7.2,7.2,2,59.4,67.9,1
5.77,1,7.9,0,5.7,6.0,1,51.5,75.3,0
7.17,4,6.9,0,7.4,7.5,1,82.1,64.0,1
7.66,4,8.1,0,8.0,6.9,2,78.0,80.8,1
7.41,5,6.4,1,9.0,8.6,4,74.2,78.7,1
5.68,3,6.4,0,5.1,5.3,1,52.7,58.1,0
5.79,4,6.2,0,6.5,7.2,3,56.1,68.2,1
7.02,2,6.1,0,5.2,4.6,2,63.5,59.6,0
7.51,2,6.2,0,5.5,5.1,1,74.5,43.5,1
7.45,5,6.8,0,8.3,8.4,1,69.6,75.5,1
6.39,0,5.0,0,4.1,4.4,1,41.1,64.3,0
7.14,4,6.4,0,7.0,5.8,1,66.5,62.3,0
4.81,0,5.0,0,2.7,2.5,0,40.1,35.0,0
7.97,5,7.0,1,7.2,7.8,4,82.2,63.6,1
7.23,3,7.2,0,6.5,6.3,2,62.8,57.5,1
6.03,0,7.5,0,4.4,4.5,2,44.5,67.4,0
7.15,3,5.7,1,6.2,6.0,1,68.9,69.7,1
6.98,3,7.3,0,5.1,5.5,2,48.8,64.4,1
7.34,1,7.1,0,5.7,5.5,0,69.8,65.7,1
7.27,3,8.1,0,6.3,6.0,4,66.2,68.7,1
7.99,2,8.0,0,5.4,4.9,1,71.9,66.6,1
6.55,3,4.1,1,6.2,6.6,1,52.9,50.0,0
4.81,1,4.2,0,4.3,3.7,0,35.0,45.3,0
5.59,3,6.7,0,5.3,5.9,2,47.0,60.7,0
5.54,1,5.5,0,5.8,4.3,0,44.3,60.3,0
8.22,5,6.7,0,7.1,6.5,4,63.8,66.7,1
6.18,3,5.5,0,6.6,6.2,1,48.9,44.4,0
6.95,4,5.0,1,7.1,7.1,2,72.1,54.0,1
5.36,0,8.3,0,3.2,2.9,0,40.9,57.3,0
5.37,2,6.1,0,5.0,4.5,2,53.8,48.7,0
8.85,7,7.0,1,8.7,8.4,5,97.7,88.7,1
6.1,3,5.7,0,6.4,5.0,1,79.5,54.4,0
7.03,2,6.6,0,5.5,4.4,2,65.6,69.6,1
7.84,4,7.4,0,7.5,7.9,1,72.1,74.6,1
7.18,3,6.6,0,6.0,5.2,2,60.3,63.3,1
9.74,5,6.2,1,7.9,8.8,2,100.0,68.1,1
8.03,4,6.8,0,7.4,7.2,3,76.6,59.0,1
8.31,3,6.0,0,6.1,6.8,2,84.0,68.7,1
7.19,3,5.9,1,6.3,7.1,2,71.7,61.1,1
7.74,1,6.4,0,6.1,6.5,3,67.1,61.0,1
7.12,2,5.6,1,4.8,4.7,2,70.2,52.0,0
5.94,0,6.0,1,3.1,3.6,1,48.8,52.0,0
6.16,3,8.7,0,5.9,5.6,2,57.9,69.3,1
8.41,6,7.7,1,7.9,7.7,4,84.1,77.1,1
5.5,1,5.1,0,3.6,3.3,0,41.0,47.7,0
6.7,5,7.4,0,6.2,6.0,4,72.3,67.9,1
7.71,5,7.1,0,5.4,7.1,4,68.6,56.9,1
6.32,1,6.6,0,5.2,5.3,1,52.9,49.8,0
7.09,2,6.7,0,6.4,8.1,1,75.4,79.3,1
8.58,2,7.6,0,6.1,6.3,2,89.6,73.5,1
7.02,3,4.8,1,6.6,6.0,2,72.0,57.7,1
6.53,2,6.7,0,5.1,4.7,1,65.9,62.6,0
7.01,3,6.9,1,6.2,5.3,1,71.0,63.0,1
7.69,5,6.1,1,6.4,5.6,3,72.0,68.3,1
